Tabelle: 23211-0002
Deaths: Germany, years, causes of death, sex, age groups;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Causes of death statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deaths (number);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Sex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Male;;;;;;;;;;;;;;;;;;Female;;;;;;;;;;;;;;;;;
;;;Age groups;;;;;;;;;;;;;;;;;;Age groups;;;;;;;;;;;;;;;;;
;;;under 1 year;1 to under 15 years;15 to under 20 years;20 to under 25 years;25 to under 30 years;30 to under 35 years;35 to under 40 years;40 to under 45 years;45 to under 50 years;50 to under 55 years;55 to under 60 years;60 to under 65 years;65 to under 70 years;70 to under 75 years;75 to under 80 years;80 to under 85 years;85 years and over;age unknown;under 1 year;1 to under 15 years;15 to under 20 years;20 to under 25 years;25 to under 30 years;30 to under 35 years;35 to under 40 years;40 to under 45 years;45 to under 50 years;50 to under 55 years;55 to under 60 years;60 to under 65 years;65 to under 70 years;70 to under 75 years;75 to under 80 years;80 to under 85 years;85 years and over;age unknown
2023;TDU-01;Certain infectious and parasitic diseases;12;28;6;10;18;21;55;81;144;187;379;597;772;966;1051;1843;2926;-;14;36;.;5;9;17;23;30;36;102;166;294;459;720;898;1834;4644;-
;TDU-011;Tuberculosis, including its sequelae;-;.;-;.;3;.;5;8;4;8;10;14;15;19;9;24;38;-;-;-;-;-;-;-;3;-;.;.;4;3;7;10;6;18;42;-
;TDU-012;Meningococcal infection;3;3;.;.;-;.;.;-;-;.;-;.;-;-;.;-;.;-;3;.;-;-;.;-;-;-;-;-;.;-;-;-;.;.;4;-
;TDU-013;Viral hepatitis;-;-;-;-;.;-;.;11;29;21;41;47;36;24;21;31;22;-;-;.;-;-;.;.;.;.;3;8;9;18;18;18;16;22;36;-
;TDU-014;HIV disease;-;-;-;-;3;7;16;13;20;34;31;32;23;15;14;14;6;-;-;-;-;-;.;.;5;3;.;9;5;5;5;.;3;.;.;-
;TDU-02;Neoplasms;6;146;67;80;135;237;379;746;1197;3172;7071;12096;15808;19022;18216;24564;25017;-;10;99;36;68;108;287;547;946;1506;3054;5885;9123;11548;13843;14177;20953;28473;-
;TDU-021;Malignant neoplasms;.;139;65;77;133;231;366;723;1174;3130;6961;11884;15493;18614;17680;23584;23584;-;4;93;34;66;106;278;537;934;1481;3020;5801;9006;11350;13535;13751;20005;26451;-
;TDU-02101;Malignant neoplasms of lip, oral cavity, pharynx;-;-;-;.;-;4;8;27;53;199;417;648;672;578;442;418;301;-;-;-;.;.;-;.;7;10;16;36;122;190;209;187;163;194;290;-
;TDU-02102;Malignant neoplasms of oesophagus;-;-;-;.;.;4;13;33;43;183;439;679;758;723;591;615;446;-;-;-;-;-;.;-;4;4;17;42;81;140;195;177;182;243;268;-
;TDU-02103;Malignant neoplasms of stomach;-;-;.;-;3;11;26;45;81;164;326;505;592;635;625;805;852;-;-;-;-;.;10;17;28;35;51;114;156;223;283;335;373;589;920;-
;TDU-02104;Malignant neoplasms of colon;-;-;-;.;8;15;28;55;88;210;392;628;859;1035;1022;1470;1718;-;-;-;-;.;6;11;21;58;80;136;274;436;536;756;842;1477;2515;-
;TDU-02105;Malig. neopl. of rectum,anus,rectosigmoid junction;-;-;-;.;.;14;11;29;73;160;345;526;591;682;644;773;757;-;-;-;-;-;5;8;7;30;37;104;196;250;323;364;363;642;912;-
;TDU-02106;Malignant neoplasms of liver, bile ducts, pancreas;-;4;3;3;9;10;34;72;156;445;1033;1642;2349;2796;2681;3265;2442;-;-;.;.;.;4;18;19;60;112;260;639;1097;1486;1978;2100;3154;3418;-
;TDU-02107;Malig. neoplasms of liver, intrahepatic bile ducts;-;3;.;3;8;5;22;21;42;127;296;502;814;999;946;1027;715;-;-;.;.;-;.;6;6;23;36;62;129;226;329;392;411;585;641;-
;TDU-02108;Malignant neoplasms of pancreas;-;.;-;-;-;4;12;44;96;282;674;1012;1339;1539;1477;1853;1406;-;-;-;-;.;.;9;11;29;64;169;431;740;974;1346;1437;2185;2280;-
;TDU-02109;Malig. neoplasms of larynx,trachea,bronchus,lung;-;-;-;-;9;14;47;115;208;690;1845;3626;4624;5224;4071;4371;2827;-;-;-;-;.;.;8;30;62;158;516;1262;2321;3142;3327;2772;2711;2225;-
;TDU-02110;Malignant neoplasms of bronchus and lung;-;-;-;-;9;12;45;112;195;654;1766;3478;4455;5036;3925;4210;2699;-;-;-;-;.;.;8;29;62;157;511;1249;2295;3112;3291;2744;2681;2195;-
;TDU-02111;Melanoma and other malignant neoplasms of skin;-;-;.;.;6;12;12;29;38;94;162;192;199;249;311;543;793;-;-;-;.;.;3;13;19;24;26;49;83;122;123;172;181;310;732;-
;TDU-02112;Malignant melanoma of skin;-;-;.;.;6;11;11;26;34;86;152;166;166;207;246;356;382;-;-;-;.;.;3;13;18;23;24;46;73;108;111;150;148;223;376;-
;TDU-02113;Malignant neoplasms of breast;-;-;-;-;-;-;.;.;3;8;10;21;17;29;28;34;33;-;-;.;-;.;14;75;182;301;479;761;1173;1487;1663;1976;2124;3265;5024;-
;TDU-02114;Malig. neoplasms of genital organs, urinary tract;-;3;.;3;12;28;24;47;89;247;683;1348;2198;3274;3801;6248;8419;-;-;6;.;8;15;59;97;178;254;512;900;1386;1621;1904;1959;3177;4211;-
