thickness,energy,transmission
1,7000,0.56506
1,9000,0.74449
1,11000,0.83984
1,13000,0.75639
1,15000,0.73539
1,17000,0.79908
2,7000,0.31929
2,9000,0.55426
2,11000,0.70533
2,13000,0.57212
2,15000,0.5408
2,17000,0.63852
3,7000,0.18042
3,9000,0.41264
3,11000,0.59237
3,13000,0.43275
3,15000,0.3977
3,17000,0.51023
4,7000,0.10195
4,9000,0.30721
4,11000,0.49749
4,13000,0.32732
4,15000,0.29247
4,17000,0.40771
5,7000,0.0576074
5,9000,0.22871
5,11000,0.41782
5,13000,0.24758
5,15000,0.21508
5,17000,0.32579
6,7000,0.0325517
6,9000,0.17027
6,11000,0.3509
6,13000,0.18727
6,15000,0.15817
6,17000,0.26033
7,7000,0.0183937
7,9000,0.12677
7,11000,0.2947
7,13000,0.14165
7,15000,0.11632
7,17000,0.20803
8,7000,0.0103936
8,9000,0.0943758
8,11000,0.2475
8,13000,0.10714
8,15000,0.0855386
8,17000,0.16623
9,7000,0.00587301
9,9000,0.0702616
9,11000,0.20786
9,13000,0.0810395
9,15000,0.0629046
9,17000,0.13283
10,7000,0.00331861
10,9000,0.0523089
10,11000,0.17457
10,13000,0.0612972
10,15000,0.0462597
10,17000,0.10614
11,7000,0.00187522
11,9000,0.0389434
11,11000,0.14661
11,13000,0.0463644
11,15000,0.0340191
11,17000,0.0848153
12,7000,0.00105961
12,9000,0.0289929
12,11000,0.12313
12,13000,0.0350694
12,15000,0.0250175
12,17000,0.067774
13,7000,0.000598746
13,9000,0.0215848
13,11000,0.10341
13,13000,0.0265261
13,15000,0.0183977
13,17000,0.0541566
14,7000,0.000338329
14,9000,0.0160696
14,11000,0.086848
14,13000,0.020064
14,15000,0.0135296
14,17000,0.0432753
15,7000,0.000191176
15,9000,0.0119637
15,11000,0.0729385
15,13000,0.0151761
15,15000,0.00994958
15,17000,0.0345803
16,7000,0.000108026
16,9000,0.00890679
16,11000,0.0612568
16,13000,0.011479
16,15000,0.00731686
16,17000,0.0276323
17,7000,6.10416e-05
17,9000,0.006631
17,11000,0.051446
17,13000,0.00868259
17,15000,0.00538078
17,17000,0.0220803
18,7000,3.44922e-05
18,9000,0.0049367
18,11000,0.0432064
18,13000,0.0065674
18,15000,0.00395699
18,17000,0.0176439
19,7000,1.94902e-05
19,9000,0.00367531
19,11000,0.0362865
19,13000,0.00496749
19,15000,0.00290995
19,17000,0.0140988
20,7000,1.10132e-05
20,9000,0.00273623
20,11000,0.0304749
20,13000,0.00375735
20,15000,0.00213996
20,17000,0.0112661
21,7000,6.22312e-06
21,9000,0.00203709
21,11000,0.0255941
21,13000,0.00284201
21,15000,0.00157372
21,17000,0.00900244
22,7000,3.51644e-06
22,9000,0.00151659
22,11000,0.021495
22,13000,0.00214966
22,15000,0.0011573
22,17000,0.00719364
23,7000,1.98701e-06
23,9000,0.00112908
23,11000,0.0180524
23,13000,0.00162597
23,15000,0.000851073
23,17000,0.00574827
24,7000,1.12278e-06
24,9000,0.000840586
24,11000,0.0151611
24,13000,0.00122987
24,15000,0.000625874
24,17000,0.00459331
25,7000,6.3444e-07
25,9000,0.000625806
25,11000,0.0127329
25,13000,0.000930255
25,15000,0.000460265
25,17000,0.00367041
26,7000,3.58497e-07
26,9000,0.000465905
26,11000,0.0106936
26,13000,0.000703632
26,15000,0.000338476
26,17000,0.00293294
27,7000,2.02573e-07
27,9000,0.00034686
27,11000,0.00898096
27,13000,0.000532218
27,15000,0.000248913
27,17000,0.00234364
28,7000,1.14466e-07
28,9000,0.000258234
28,11000,0.00754258
28,13000,0.000402563
28,15000,0.00018305
28,17000,0.00187275
29,7000,6.46804e-08
29,9000,0.000192252
29,11000,0.00633457
29,13000,0.000304493
29,15000,0.000134614
29,17000,0.00149647
30,7000,3.65484e-08
30,9000,0.000143129
30,11000,0.00532003
30,13000,0.000230315
30,15000,9.89941e-05
30,17000,0.0011958
31,7000,2.06521e-08
31,9000,0.000106558
31,11000,0.00446798
31,13000,0.000174207
31,15000,7.27997e-05
31,17000,0.000955534
32,7000,1.16697e-08
32,9000,7.9331e-05
32,11000,0.00375239
32,13000,0.000131768
32,15000,5.35364e-05
32,17000,0.000763545
33,7000,6.59411e-09
33,9000,5.9061e-05
33,11000,0.00315141
33,13000,9.96677e-05
33,15000,3.93704e-05
33,17000,0.000610131
34,7000,3.72607e-09
34,9000,4.39702e-05
34,11000,0.00264669
34,13000,7.53873e-05
34,15000,2.89528e-05
34,17000,0.000487542
35,7000,2.10546e-09
35,9000,3.27352e-05
35,11000,0.0022228
35,13000,5.7022e-05
35,15000,2.12917e-05
35,17000,0.000389583
36,7000,1.18971e-09
36,9000,2.4371e-05
36,11000,0.0018668
36,13000,4.31307e-05
36,15000,1.56578e-05
36,17000,0.000311307
37,7000,6.72261e-10
37,9000,1.81439e-05
37,11000,0.00156781
37,13000,3.26235e-05
37,15000,1.15147e-05
37,17000,0.000248758
38,7000,3.79869e-10
38,9000,1.35079e-05
38,11000,0.00131671
38,13000,2.4676e-05
38,15000,8.46782e-06
38,17000,0.000198777
39,7000,2.14649e-10
39,9000,1.00565e-05
39,11000,0.00110583
39,13000,1.86646e-05
39,15000,6.22719e-06
39,17000,0.000158838
40,7000,1.2129e-10
40,9000,7.48693e-06
40,11000,0.000928721
40,13000,1.41177e-05
40,15000,4.57944e-06
40,17000,0.000126924
41,7000,6.85363e-11
41,9000,5.57392e-06
41,11000,0.000779978
41,13000,1.06784e-05
41,15000,3.36769e-06
41,17000,0.000101422
42,7000,3.87272e-11
42,9000,4.14972e-06
42,11000,0.000655058
42,13000,8.07702e-06
42,15000,2.47658e-06
42,17000,8.10439e-05
43,7000,2.18833e-11
43,9000,3.08942e-06
43,11000,0.000550144
43,13000,6.10935e-06
43,15000,1.82126e-06
43,17000,6.47603e-05
44,7000,1.23654e-11
44,9000,2.30003e-06
44,11000,0.000462034
44,13000,4.62103e-06
44,15000,1.33935e-06
44,17000,5.17485e-05
45,7000,6.9872e-12
45,9000,1.71235e-06
45,11000,0.000388035
45,13000,3.49529e-06
45,15000,9.84949e-07
45,17000,4.1351e-05
46,7000,3.9482e-12
46,9000,1.27482e-06
46,11000,0.000325888
46,13000,2.64379e-06
46,15000,7.24326e-07
46,17000,3.30426e-05
47,7000,2.23097e-12
47,9000,9.49089e-07
47,11000,0.000273694
47,13000,1.99973e-06
47,15000,5.32665e-07
47,17000,2.64036e-05
48,7000,1.26063e-12
48,9000,7.06585e-07
48,11000,0.00022986
48,13000,1.51257e-06
48,15000,3.91719e-07
48,17000,2.10985e-05
49,7000,7.12338e-13
49,9000,5.26044e-07
49,11000,0.000193046
49,13000,1.14409e-06
49,15000,2.88068e-07
49,17000,1.68593e-05
50,7000,4.02514e-13
50,9000,3.91633e-07
50,11000,0.000162128
50,13000,8.65374e-07
50,15000,2.11843e-07
50,17000,1.34719e-05
51,7000,2.27445e-13
51,9000,2.91566e-07
51,11000,0.000136161
51,13000,6.54557e-07
51,15000,1.55788e-07
51,17000,1.07651e-05
52,7000,1.2852e-13
52,9000,2.17067e-07
52,11000,0.000114354
52,13000,4.95099e-07
52,15000,1.14566e-07
52,17000,8.60213e-06
53,7000,7.26219e-14
53,9000,1.61604e-07
53,11000,9.60391e-05
53,13000,3.74486e-07
53,15000,8.42512e-08
53,17000,6.87376e-06
54,7000,4.10358e-14
54,9000,1.20312e-07
54,11000,8.06576e-05
54,13000,2.83256e-07
54,15000,6.19579e-08
54,17000,5.49267e-06
55,7000,2.31877e-14
55,9000,8.95711e-08
55,11000,6.77396e-05
